city	month	avg_max_temperature	avg_min_temperature	avg_precipitation	histroy_max_temperature	histroy_min_temperature
格尔木	2月	3℃	-13℃	0mm	18℃(2003)	18℃(2003)
格尔木	3月	9℃	-7℃	1mm	24℃(2003)	24℃(2003)
格尔木	4月	15℃	-1℃	1mm	31℃(1998)	31℃(1998)
格尔木	5月	19℃	5℃	4mm	31℃(1965)	31℃(1965)
格尔木	6月	23℃	9℃	7mm	33℃(1961)	33℃(1961)
格尔木	7月	25℃	11℃	11mm	34℃(2001)	34℃(2001)
格尔木	8月	24℃	10℃	8mm	36℃(1999)	36℃(1999)
格尔木	9月	19℃	6℃	5mm	30℃(1995)	30℃(1995)
格尔木	10月	13℃	-2℃	1mm	25℃(1959)	25℃(1959)
格尔木	11月	5℃	-10℃	1mm	17℃(2008)	17℃(2008)
格尔木	12月	0℃	-15℃	1mm	10℃(1995)	10℃(1995)
耿马	1月	23℃	5℃	12mm	28℃(2005)	28℃(2005)
耿马	2月	24℃	8℃	19mm	31℃(1999)	31℃(1999)
耿马	3月	28℃	11℃	24mm	33℃(2004)	33℃(2004)
耿马	4月	30℃	15℃	52mm	35℃(1999)	35℃(1999)
耿马	5月	29℃	18℃	159mm	36℃(1995)	36℃(1995)
耿马	6月	29℃	21℃	184mm	37℃(2005)	37℃(2005)
耿马	7月	28℃	21℃	272mm	33℃(2004)	33℃(2004)
耿马	8月	29℃	20℃	205mm	33℃(1997)	33℃(1997)
耿马	9月	29℃	19℃	170mm	33℃(2003)	33℃(2003)
耿马	10月	27℃	17℃	142mm	32℃(2004)	32℃(2004)
耿马	11月	25℃	11℃	61mm	29℃(2005)	29℃(2005)
耿马	12月	22℃	7℃	11mm	27℃(1998)	27℃(1998)
贡山	1月	15℃	2℃	64mm	23℃(1982)	23℃(1982)
贡山	2月	14℃	4℃	132mm	26℃(1975)	26℃(1975)
贡山	3月	17℃	7℃	214mm	29℃(2007)	29℃(2007)
贡山	4月	20℃	10℃	206mm	32℃(1999)	32℃(1999)
贡山	5月	24℃	13℃	152mm	34℃(1976)	34℃(1976)
贡山	6月	26℃	17℃	226mm	36℃(1974)	36℃(1974)
贡山	7月	27℃	18℃	200mm	35℃(1973)	35℃(1973)
贡山	8月	27℃	18℃	159mm	35℃(2006)	35℃(2006)
贡山	9月	25℃	16℃	158mm	33℃(1967)	33℃(1967)
贡山	10月	22℃	12℃	139mm	31℃(2007)	31℃(2007)
贡山	11月	19℃	6℃	43mm	26℃(1973)	26℃(1973)
贡山	12月	16℃	2℃	26mm	22℃(1972)	22℃(1972)
固原	1月	0℃	-14℃	3mm	15℃(2002)	15℃(2002)
固原	2月	2℃	-10℃	4mm	18℃(1996)	18℃(1996)
固原	3月	8℃	-4℃	11mm	25℃(2003)	25℃(2003)
固原	4月	15℃	2℃	24mm	30℃(1994)	30℃(1994)
固原	5月	20℃	7℃	44mm	32℃(1981)	32℃(1981)
固原	6月	24℃	11℃	57mm	34℃(1966)	34℃(1966)
固原	7月	25℃	13℃	92mm	35℃(1976)	35℃(1976)
固原	8月	24℃	12℃	106mm	34℃(1972)	34℃(1972)
固原	9月	18℃	8℃	68mm	32℃(1997)	32℃(1997)
固原	10月	13℃	2℃	32mm	25℃(1987)	25℃(1987)
固原	11月	7℃	-5℃	8mm	20℃(1990)	20℃(1990)
固原	12月	1℃	-12℃	2mm	16℃(1968)	16℃(1968)
瓜州	1月	-1℃	-16℃	1mm	14℃(2002)	14℃(2002)
瓜州	2月	4℃	-12℃	1mm	21℃(1978)	21℃(1978)
瓜州	3月	13℃	-4℃	3mm	26℃(2002)	26℃(2002)
瓜州	4月	21℃	3℃	4mm	37℃(2004)	37℃(2004)
瓜州	5月	27℃	10℃	5mm	37℃(1951)	37℃(1951)
瓜州	6月	31℃	15℃	8mm	39℃(1952)	39℃(1952)
瓜州	7月	32℃	17℃	12mm	43℃(1952)	43℃(1952)
瓜州	8月	31℃	16℃	9mm	41℃(1953)	41℃(1953)
瓜州	9月	26℃	10℃	3mm	37℃(1999)	37℃(1999)
瓜州	10月	19℃	1℃	2mm	34℃(1951)	34℃(1951)
瓜州	11月	8℃	-7℃	1mm	24℃(1989)	24℃(1989)
瓜州	12月	0℃	-14℃	1mm	13℃(1968)	13℃(1968)
拐子湖	1月	-4℃	-17℃	0mm	11℃(1979)	11℃(1979)
拐子湖	2月	2℃	-13℃	0mm	18℃(1992)	18℃(1992)
拐子湖	3月	10℃	-5℃	1mm	25℃(2002)	25℃(2002)
拐子湖	4月	20℃	4℃	2mm	35℃(1994)	35℃(1994)
拐子湖	5月	27℃	11℃	4mm	39℃(1982)	39℃(1982)
拐子湖	6月	33℃	17℃	5mm	42℃(1972)	42℃(1972)
拐子湖	7月	35℃	20℃	12mm	45℃(1988)	45℃(1988)
拐子湖	8月	33℃	18℃	11mm	42℃(1978)	42℃(1978)
拐子湖	9月	26℃	11℃	5mm	39℃(2000)	39℃(2000)
拐子湖	10月	17℃	2℃	3mm	31℃(2008)	31℃(2008)
拐子湖	11月	6℃	-7℃	1mm	20℃(1972)	20℃(1972)
拐子湖	12月	-2℃	-15℃	0mm	13℃(1989)	13℃(1989)
广安	1月	9℃	4℃	11mm	--	--
广安	2月	12℃	6℃	13mm	--	--
广安	3月	16℃	10℃	28mm	--	--
广安	4月	22℃	14℃	54mm	--	--
广安	5月	26℃	18℃	81mm	--	--
广安	6月	28℃	22℃	130mm	--	--
广安	7月	31℃	24℃	132mm	--	--
广安	8月	31℃	24℃	115mm	--	--
广安	9月	26℃	20℃	77mm	--	--
广安	10月	21℃	15℃	55mm	--	--
广安	11月	16℃	11℃	32mm	--	--
广安	12月	10℃	6℃	14mm	--	--
广昌	1月	12℃	3℃	69mm	28℃(1972)	28℃(1972)
广昌	2月	13℃	5℃	116mm	31℃(1979)	31℃(1979)
广昌	3月	18℃	9℃	196mm	33℃(1988)	33℃(1988)
广昌	4月	24℃	15℃	240mm	36℃(1987)	36℃(1987)
广昌	5月	28℃	19℃	289mm	37℃(1963)	37℃(1963)
广昌	6月	31℃	23℃	306mm	38℃(1981)	38℃(1981)
广昌	7月	34℃	25℃	120mm	40℃(2003)	40℃(2003)
广昌	8月	34℃	24℃	123mm	41℃(2003)	41℃(2003)
广昌	9月	30℃	21℃	83mm	39℃(1963)	39℃(1963)
广昌	10月	26℃	16℃	74mm	38℃(1974)	38℃(1974)
广昌	11月	20℃	10℃	61mm	32℃(2005)	32℃(2005)
广昌	12月	14℃	4℃	45mm	29℃(1968)	29℃(1968)
广南	1月	15℃	4℃	16mm	28℃(2005)	28℃(2005)
广南	2月	17℃	6℃	19mm	31℃(1977)	31℃(1977)
广南	3月	23℃	10℃	28mm	34℃(2004)	34℃(2004)
广南	4月	26℃	14℃	60mm	36℃(1991)	36℃(1991)
广南	5月	27℃	17℃	134mm	37℃(1994)	37℃(1994)
广南	6月	27℃	19℃	178mm	35℃(1984)	35℃(1984)
广南	7月	28℃	19℃	189mm	34℃(1983)	34℃(1983)
广南	8月	27℃	19℃	188mm	34℃(1987)	34℃(1987)
广南	9月	26℃	17℃	105mm	34℃(2006)	34℃(2006)
广南	10月	23℃	14℃	64mm	32℃(2003)	32℃(2003)
广南	11月	19℃	9℃	34mm	30℃(1953)	30℃(1953)
广南	12月	16℃	5℃	15mm	29℃(1998)	29℃(1998)
广宁	1月	18℃	8℃	55mm	29℃(1965)	29℃(1965)
广宁	2月	18℃	10℃	74mm	31℃(1973)	31℃(1973)
广宁	3月	21℃	14℃	109mm	34℃(2000)	34℃(2000)
广宁	4月	26℃	19℃	197mm	34℃(2004)	34℃(2004)
广宁	5月	30℃	22℃	284mm	37℃(1976)	37℃(1976)
广宁	6月	32℃	24℃	274mm	38℃(1961)	38℃(1961)
广宁	7月	33℃	25℃	220mm	39℃(2003)	39℃(2003)
广宁	8月	33℃	24℃	222mm	39℃(1957)	39℃(1957)
广宁	9月	32℃	22℃	137mm	38℃(1990)	38℃(1990)
广宁	10月	29℃	18℃	62mm	36℃(2005)	36℃(2005)
广宁	11月	24℃	13℃	41mm	34℃(1996)	34℃(1996)
广宁	12月	20℃	9℃	32mm	30℃(1968)	30℃(1968)
广元	1月	10℃	2℃	4mm	20℃(1952)	20℃(1952)
广元	2月	12℃	4℃	8mm	23℃(2007)	23℃(2007)
广元	3月	17℃	8℃	21mm	31℃(1973)	31℃(1973)
广元	4月	23℃	13℃	51mm	34℃(2004)	34℃(2004)
广元	5月	27℃	17℃	87mm	38℃(1951)	38℃(1951)
广元	6月	30℃	20℃	127mm	39℃(2006)	39℃(2006)
广元	7月	31℃	22℃	237mm	41℃(2002)	41℃(2002)
广元	8月	31℃	22℃	173mm	39℃(1956)	39℃(1956)
广元	9月	26℃	18℃	151mm	37℃(1997)	37℃(1997)
广元	10月	21℃	14℃	54mm	31℃(1959)	31℃(1959)
广元	11月	16℃	8℃	20mm	26℃(2006)	26℃(2006)
广元	12月	11℃	3℃	4mm	20℃(1968)	20℃(1968)
广州	1月	18℃	10℃	40mm	28℃(2006)	28℃(2006)
广州	2月	19℃	12℃	64mm	29℃(2003)	29℃(2003)
广州	3月	22℃	15℃	84mm	32℃(2000)	32℃(2000)
广州	4月	26℃	19℃	179mm	33℃(2002)	33℃(2002)
广州	5月	30℃	23℃	289mm	36℃(1976)	36℃(1976)
广州	6月	31℃	25℃	300mm	39℃(2004)	39℃(2004)
广州	7月	33℃	25℃	227mm	39℃(2004)	39℃(2004)
广州	8月	33℃	25℃	233mm	39℃(1953)	39℃(1953)
广州	9月	32℃	24℃	188mm	38℃(1963)	38℃(1963)
广州	10月	29℃	21℃	70mm	36℃(2005)	36℃(2005)
广州	11月	25℃	16℃	37mm	33℃(2003)	33℃(2003)
广州	12月	21℃	12℃	27mm	30℃(1968)	30℃(1968)
贵德	1月	3℃	-13℃	1mm	14℃(2006)	14℃(2006)
贵德	2月	7℃	-9℃	1mm	18℃(1974)	18℃(1974)
贵德	3月	12℃	-3℃	3mm	28℃(2007)	28℃(2007)
贵德	4月	18℃	2℃	13mm	35℃(1998)	35℃(1998)
贵德	5月	21℃	6℃	32mm	31℃(1981)	31℃(1981)
贵德	6月	23℃	9℃	40mm	32℃(1966)	32℃(1966)
贵德	7月	26℃	12℃	53mm	39℃(2000)	39℃(2000)
贵德	8月	26℃	12℃	56mm	36℃(2006)	36℃(2006)
贵德	9月	21℃	8℃	39mm	32℃(1977)	32℃(1977)
贵德	10月	16℃	1℃	14mm	26℃(1959)	26℃(1959)
贵德	11月	10℃	-6℃	2mm	19℃(2003)	19℃(2003)
贵德	12月	5℃	-11℃	1mm	13℃(1978)	13℃(1978)
贵溪	1月	10℃	3℃	86mm	27℃(1972)	27℃(1972)
贵溪	2月	12℃	5℃	121mm	30℃(1979)	30℃(1979)
贵溪	3月	16℃	9℃	194mm	35℃(2007)	35℃(2007)
贵溪	4月	23℃	15℃	255mm	36℃(2005)	36℃(2005)
贵溪	5月	27℃	19℃	286mm	37℃(2004)	37℃(2004)
贵溪	6月	30℃	23℃	349mm	39℃(1961)	39℃(1961)
贵溪	7月	35℃	26℃	161mm	40℃(1988)	40℃(1988)
贵溪	8月	34℃	25℃	130mm	41℃(2003)	41℃(2003)
贵溪	9月	30℃	22℃	90mm	39℃(1967)	39℃(1967)
贵溪	10月	25℃	16℃	60mm	38℃(2005)	38℃(2005)
贵溪	11月	19℃	11℃	72mm	33℃(2003)	33℃(2003)
贵溪	12月	13℃	5℃	57mm	27℃(1968)	27℃(1968)
贵阳	1月	9℃	2℃	20mm	26℃(1969)	26℃(1969)
贵阳	2月	11℃	4℃	22mm	30℃(1973)	30℃(1973)
贵阳	3月	16℃	8℃	34mm	32℃(1979)	32℃(1979)
贵阳	4月	21℃	13℃	96mm	35℃(1958)	35℃(1958)
贵阳	5月	24℃	16℃	177mm	35℃(1951)	35℃(1951)
贵阳	6月	26℃	19℃	214mm	36℃(1951)	36℃(1951)
贵阳	7月	28℃	21℃	179mm	38℃(1952)	38℃(1952)
贵阳	8月	28℃	20℃	136mm	36℃(1953)	36℃(1953)
贵阳	9月	25℃	17℃	89mm	34℃(1951)	34℃(1951)
贵阳	10月	20℃	13℃	93mm	32℃(1951)	32℃(1951)
贵阳	11月	16℃	9℃	49mm	29℃(1982)	29℃(1982)
贵阳	12月	11℃	4℃	21mm	26℃(1951)	26℃(1951)
桂林	1月	12℃	5℃	62mm	28℃(1966)	28℃(1966)
桂林	2月	13℃	7℃	89mm	33℃(1973)	33℃(1973)
桂林	3月	17℃	11℃	135mm	34℃(1988)	34℃(1988)
桂林	4月	23℃	16℃	248mm	36℃(1955)	36℃(1955)
桂林	5月	27℃	20℃	341mm	35℃(1976)	35℃(1976)
桂林	6月	30℃	23℃	352mm	37℃(1961)	37℃(1961)
桂林	7月	33℃	25℃	225mm	40℃(2003)	40℃(2003)
桂林	8月	33℃	24℃	162mm	39℃(1953)	39℃(1953)
桂林	9月	31℃	22℃	72mm	39℃(1963)	39℃(1963)
桂林	10月	26℃	17℃	85mm	35℃(1954)	35℃(1954)
桂林	11月	20℃	12℃	75mm	31℃(1974)	31℃(1974)
桂林	12月	15℃	7℃	49mm	28℃(1968)	28℃(1968)
桂平	1月	16℃	10℃	62mm	29℃(1969)	29℃(1969)
桂平	2月	17℃	11℃	79mm	34℃(1973)	34℃(1973)
桂平	3月	20℃	15℃	107mm	33℃(1987)	33℃(1987)
桂平	4月	25℃	19℃	187mm	36℃(1998)	36℃(1998)
桂平	5月	30℃	23℃	282mm	37℃(1958)	37℃(1958)
桂平	6月	32℃	25℃	291mm	37℃(1985)	37℃(1985)
桂平	7月	33℃	26℃	222mm	39℃(2003)	39℃(2003)
桂平	8月	33℃	25℃	203mm	39℃(1953)	39℃(1953)
桂平	9月	32℃	24℃	110mm	38℃(1963)	38℃(1963)
桂平	10月	29℃	20℃	75mm	36℃(2005)	36℃(2005)
桂平	11月	24℃	16℃	58mm	33℃(2005)	33℃(2005)
桂平	12月	19℃	11℃	43mm	30℃(1968)	30℃(1968)
果洛	1月	0℃	-21℃	3mm	10℃(2006)	10℃(2006)
果洛	2月	2℃	-18℃	5mm	13℃(1999)	13℃(1999)
果洛	3月	6℃	-12℃	9mm	18℃(2007)	18℃(2007)
果洛	4月	10℃	-6℃	18mm	22℃(1998)	22℃(1998)
果洛	5月	13℃	-1℃	55mm	23℃(2007)	23℃(2007)
果洛	6月	15℃	3℃	93mm	24℃(1998)	24℃(1998)
果洛	7月	17℃	4℃	115mm	26℃(2006)	26℃(2006)
果洛	8月	17℃	4℃	93mm	25℃(2006)	25℃(2006)
果洛	9月	14℃	1℃	76mm	25℃(2002)	25℃(2002)
果洛	10月	9℃	-5℃	34mm	22℃(2000)	22℃(2000)
果洛	11月	4℃	-14℃	4mm	13℃(2003)	13℃(2003)
果洛	12月	1℃	-20℃	2mm	11℃(2002)	11℃(2002)
哈巴河	1月	-11℃	-18℃	7mm	6℃(2007)	6℃(2007)
哈巴河	2月	-8℃	-17℃	8mm	7℃(1963)	7℃(1963)
哈巴河	3月	1℃	-9℃	9mm	24℃(1989)	24℃(1989)
哈巴河	4月	14℃	1℃	18mm	32℃(1972)	32℃(1972)
哈巴河	5月	22℃	8℃	20mm	36℃(1974)	36℃(1974)
哈巴河	6月	27℃	13℃	20mm	38℃(1992)	38℃(1992)
哈巴河	7月	29℃	15℃	22mm	39℃(2004)	39℃(2004)
哈巴河	8月	28℃	13℃	17mm	40℃(2008)	40℃(2008)
哈巴河	9月	22℃	8℃	15mm	35℃(1959)	35℃(1959)
哈巴河	10月	12℃	1℃	18mm	27℃(1990)	27℃(1990)
哈巴河	11月	0℃	-8℃	21mm	16℃(1997)	16℃(1997)
哈巴河	12月	-8℃	-16℃	12mm	7℃(1989)	7℃(1989)
哈尔滨	1月	-13℃	-24℃	4mm	4℃(1967)	4℃(1967)
哈尔滨	2月	-7℃	-20℃	5mm	11℃(1960)	11℃(1960)
哈尔滨	3月	2℃	-10℃	11mm	21℃(2002)	21℃(2002)
哈尔滨	4月	13℃	1℃	21mm	31℃(2008)	31℃(2008)
哈尔滨	5月	21℃	8℃	37mm	36℃(1951)	36℃(1951)
哈尔滨	6月	26℃	15℃	83mm	39℃(2001)	39℃(2001)
哈尔滨	7月	28℃	18℃	154mm	37℃(2000)	37℃(2000)
哈尔滨	8月	26℃	16℃	111mm	36℃(1955)	36℃(1955)
哈尔滨	9月	21℃	9℃	62mm	31℃(1977)	31℃(1977)
哈尔滨	10月	12℃	1℃	26mm	27℃(1952)	27℃(1952)
哈尔滨	11月	0℃	-10℃	9mm	17℃(1971)	17℃(1971)
哈尔滨	12月	-9℃	-20℃	6mm	9℃(1989)	9℃(1989)
哈密	1月	-4℃	-17℃	2mm	8℃(2007)	8℃(2007)
哈密	2月	3℃	-11℃	1mm	17℃(2007)	17℃(2007)
哈密	3月	13℃	-2℃	1mm	27℃(2001)	27℃(2001)
哈密	4月	21℃	6℃	3mm	35℃(2006)	35℃(2006)
哈密	5月	28℃	12℃	3mm	39℃(1996)	39℃(1996)
哈密	6月	33℃	17℃	6mm	43℃(1951)	43℃(1951)
哈密	7月	35℃	19℃	7mm	44℃(1952)	44℃(1952)
哈密	8月	33℃	17℃	5mm	43℃(1952)	43℃(1952)
哈密	9月	28℃	11℃	3mm	38℃(1999)	38℃(1999)
哈密	10月	19℃	3℃	3mm	32℃(1977)	32℃(1977)
哈密	11月	7℃	-6℃	2mm	21℃(2006)	21℃(2006)
哈密	12月	-2℃	-13℃	2mm	10℃(1994)	10℃(1994)
海口	1月	21℃	16℃	14mm	--	--
海口	2月	22℃	17℃	28mm	--	--
海口	3月	26℃	19℃	34mm	--	--
海口	4月	30℃	23℃	59mm	--	--
海口	5月	32℃	25℃	145mm	--	--
海口	6月	33℃	26℃	166mm	--	--
海口	7月	33℃	26℃	169mm	--	--
海口	8月	32℃	26℃	182mm	--	--
海口	9月	31℃	25℃	167mm	--	--
海口	10月	29℃	23℃	134mm	--	--
海口	11月	26℃	20℃	42mm	--	--
海口	12月	22℃	17℃	27mm	--	--
海拉尔	1月	-20℃	-31℃	4mm	-1℃(1995)	-1℃(1995)
海拉尔	2月	-15℃	-28℃	3mm	4℃(1992)	4℃(1992)
海拉尔	3月	-4℃	-18℃	6mm	16℃(1990)	16℃(1990)
海拉尔	4月	8℃	-4℃	14mm	29℃(1961)	29℃(1961)
海拉尔	5月	18℃	3℃	25mm	34℃(2001)	34℃(2001)
海拉尔	6月	24℃	10℃	55mm	39℃(2007)	39℃(2007)
海拉尔	7月	26℃	14℃	96mm	40℃(2004)	40℃(2004)
海拉尔	8月	24℃	12℃	84mm	37℃(2005)	37℃(2005)
海拉尔	9月	17℃	4℃	37mm	32℃(2001)	32℃(2001)
海拉尔	10月	8℃	-5℃	14mm	27℃(1965)	27℃(1965)
海拉尔	11月	-6℃	-17℃	5mm	12℃(1963)	12℃(1963)
海拉尔	12月	-17℃	-27℃	5mm	2℃(2004)	2℃(2004)
海力素	1月	-7℃	-18℃	1mm	10℃(1971)	10℃(1971)
海力素	2月	-2℃	-15℃	1mm	14℃(1977)	14℃(1977)
海力素	3月	5℃	-8℃	3mm	22℃(2002)	22℃(2002)
海力素	4月	14℃	1℃	5mm	30℃(2004)	30℃(2004)
海力素	5月	21℃	8℃	10mm	33℃(1982)	33℃(1982)
海力素	6月	26℃	13℃	19mm	37℃(2005)	37℃(2005)
海力素	7月	28℃	16℃	37mm	38℃(1999)	38℃(1999)
海力素	8月	26℃	15℃	33mm	36℃(2002)	36℃(2002)
海力素	9月	21℃	9℃	14mm	34℃(1998)	34℃(1998)
海力素	10月	12℃	0℃	6mm	25℃(1987)	25℃(1987)
海力素	11月	2℃	-9℃	2mm	18℃(1990)	18℃(1990)
海力素	12月	-5℃	-16℃	2mm	12℃(1970)	12℃(1970)
海伦	1月	-17℃	-26℃	3mm	-1℃(1974)	-1℃(1974)
海伦	2月	-11℃	-23℃	3mm	6℃(1953)	6℃(1953)
海伦	3月	0℃	-12℃	8mm	19℃(1990)	19℃(1990)
海伦	4月	11℃	-1℃	24mm	28℃(2008)	28℃(2008)
海伦	5月	19℃	6℃	45mm	33℃(1979)	33℃(1979)
海伦	6月	25℃	13℃	95mm	38℃(2001)	38℃(2001)
海伦	7月	27℃	17℃	142mm	37℃(1982)	37℃(1982)
海伦	8月	25℃	15℃	123mm	35℃(1982)	35℃(1982)
海伦	9月	19℃	8℃	70mm	31℃(2000)	31℃(2000)
海伦	10月	10℃	-1℃	24mm	25℃(2006)	25℃(2006)
海伦	11月	-3℃	-13℃	7mm	14℃(2006)	14℃(2006)
海伦	12月	-14℃	-23℃	5mm	3℃(2004)	3℃(2004)
海阳	1月	3℃	-6℃	9mm	14℃(1959)	14℃(1959)
海阳	2月	5℃	-4℃	10mm	20℃(1996)	20℃(1996)
海阳	3月	10℃	0℃	19mm	23℃(1963)	23℃(1963)
海阳	4月	16℃	7℃	44mm	32℃(2005)	32℃(2005)
海阳	5月	22℃	12℃	61mm	33℃(2001)	33℃(2001)
海阳	6月	25℃	17℃	86mm	37℃(2000)	37℃(2000)
海阳	7月	28℃	22℃	186mm	38℃(1997)	38℃(1997)
海阳	8月	29℃	22℃	199mm	36℃(1967)	36℃(1967)
海阳	9月	26℃	16℃	79mm	37℃(2002)	37℃(2002)
海阳	10月	20℃	10℃	32mm	30℃(2006)	30℃(2006)
海阳	11月	12℃	3℃	23mm	24℃(1979)	24℃(1979)
海阳	12月	5℃	-3℃	11mm	18℃(1968)	18℃(1968)
汉中	1月	7℃	-1℃	8mm	20℃(2002)	20℃(2002)
汉中	2月	10℃	1℃	11mm	22℃(1955)	22℃(1955)
汉中	3月	15℃	6℃	31mm	29℃(2000)	29℃(2000)
汉中	4月	21℃	11℃	60mm	33℃(2005)	33℃(2005)
汉中	5月	25℃	15℃	89mm	36℃(1969)	36℃(1969)
汉中	6月	29℃	19℃	99mm	37℃(2004)	37℃(2004)
汉中	7月	30℃	22℃	162mm	38℃(2006)	38℃(2006)
汉中	8月	30℃	21℃	133mm	38℃(1953)	38℃(1953)
汉中	9月	24℃	17℃	145mm	37℃(1997)	37℃(1997)
汉中	10月	19℃	12℃	78mm	31℃(1959)	31℃(1959)
汉中	11月	13℃	6℃	34mm	25℃(1979)	25℃(1979)
汉中	12月	8℃	1℃	9mm	17℃(1955)	17℃(1955)
杭州	1月	8℃	1℃	72mm	24℃(1967)	24℃(1967)
杭州	2月	10℃	3℃	85mm	28℃(1962)	28℃(1962)
杭州	3月	14℃	6℃	125mm	33℃(2007)	33℃(2007)
杭州	4月	21℃	12℃	127mm	34℃(2005)	34℃(2005)
杭州	5月	25℃	17℃	157mm	37℃(1963)	37℃(1963)
杭州	6月	29℃	21℃	211mm	40℃(1951)	40℃(1951)
杭州	7月	33℃	25℃	147mm	40℃(2003)	40℃(2003)
杭州	8月	33℃	25℃	148mm	40℃(2003)	40℃(2003)
杭州	9月	28℃	21℃	150mm	39℃(1995)	39℃(1995)
杭州	10月	23℃	15℃	78mm	35℃(1984)	35℃(1984)
杭州	11月	17℃	9℃	61mm	31℃(1952)	31℃(1952)
杭州	12月	11℃	3℃	51mm	27℃(1968)	27℃(1968)
合肥	1月	7℃	-1℃	38mm	20℃(1992)	20℃(1992)
合肥	2月	9℃	1℃	51mm	26℃(1992)	26℃(1992)
合肥	3月	14℃	6℃	75mm	30℃(2007)	30℃(2007)
合肥	4月	21℃	12℃	91mm	33℃(2004)	33℃(2004)
合肥	5月	26℃	17℃	96mm	36℃(1958)	36℃(1958)
合肥	6月	29℃	21℃	132mm	38℃(1981)	38℃(1981)
合肥	7月	32℃	25℃	171mm	40℃(1961)	40℃(1961)
合肥	8月	32℃	24℃	123mm	41℃(1959)	41℃(1959)
合肥	9月	28℃	19℃	77mm	39℃(1995)	39℃(1995)
合肥	10月	22℃	13℃	56mm	35℃(2002)	35℃(2002)
合肥	11月	16℃	7℃	53mm	30℃(2003)	30℃(2003)
合肥	12月	9℃	1℃	29mm	23℃(1968)	23℃(1968)
合作	1月	1℃	-17℃	3mm	--	--
合作	2月	4℃	-13℃	5mm	--	--
合作	3月	7℃	-7℃	14mm	--	--
合作	4月	12℃	-2℃	25mm	--	--
合作	5月	15℃	2℃	53mm	--	--
合作	6月	18℃	5℃	61mm	--	--
合作	7月	20℃	8℃	83mm	--	--
合作	8月	19℃	7℃	67mm	--	--
合作	9月	15℃	4℃	51mm	--	--
合作	10月	11℃	-1℃	27mm	--	--
合作	11月	7℃	-9℃	4mm	--	--
合作	12月	3℃	-15℃	2mm	--	--
和布克赛尔	1月	-7℃	-18℃	3mm	6℃(2007)	6℃(2007)
和布克赛尔	2月	-4℃	-15℃	3mm	11℃(1963)	11℃(1963)
和布克赛尔	3月	3℃	-9℃	5mm	20℃(1989)	20℃(1989)
和布克赛尔	4月	12℃	-1℃	8mm	29℃(1997)	29℃(1997)
和布克赛尔	5月	19℃	6℃	14mm	32℃(1980)	32℃(1980)
和布克赛尔	6月	24℃	11℃	26mm	34℃(2008)	34℃(2008)
和布克赛尔	7月	25℃	13℃	39mm	37℃(2004)	37℃(2004)
和布克赛尔	8月	24℃	11℃	22mm	35℃(1990)	35℃(1990)
和布克赛尔	9月	19℃	6℃	11mm	31℃(1959)	31℃(1959)
和布克赛尔	10月	10℃	-2℃	5mm	26℃(1985)	26℃(1985)
和布克赛尔	11月	1℃	-10℃	5mm	16℃(1998)	16℃(1998)
和布克赛尔	12月	-5℃	-15℃	4mm	11℃(1989)	11℃(1989)
和田	1月	1℃	-9℃	2mm	21℃(2000)	21℃(2000)
和田	2月	6℃	-4℃	2mm	22℃(1973)	22℃(1973)
和田	3月	16℃	3℃	2mm	30℃(1964)	30℃(1964)
和田	4月	23℃	10℃	3mm	35℃(1988)	35℃(1988)
和田	5月	28℃	15℃	7mm	38℃(2000)	38℃(2000)
和田	6月	31℃	18℃	8mm	40℃(1988)	40℃(1988)
和田	7月	33℃	20℃	6mm	41℃(1997)	41℃(1997)
和田	8月	31℃	19℃	4mm	40℃(1983)	40℃(1983)
和田	9月	27℃	14℃	3mm	36℃(2005)	36℃(2005)
和田	10月	20℃	6℃	1mm	30℃(1987)	30℃(1987)
和田	11月	11℃	-1℃	0mm	25℃(2003)	25℃(2003)
和田	12月	3℃	-7℃	1mm	21℃(1978)	21℃(1978)
河池	1月	15℃	8℃	34mm	32℃(1969)	32℃(1969)
河池	2月	16℃	10℃	44mm	35℃(1973)	35℃(1973)
河池	3月	20℃	14℃	63mm	36℃(1988)	36℃(1988)
河池	4月	25℃	18℃	115mm	38℃(1955)	38℃(1955)
河池	5月	29℃	22℃	228mm	38℃(1958)	38℃(1958)
河池	6月	31℃	24℃	289mm	39℃(1963)	39℃(1963)
河池	7月	33℃	25℃	252mm	39℃(1961)	39℃(1961)
河池	8月	33℃	24℃	223mm	40℃(1966)	40℃(1966)
河池	9月	31℃	22℃	92mm	38℃(1963)	38℃(1963)
河池	10月	27℃	19℃	75mm	36℃(1980)	36℃(1980)
河池	11月	22℃	14℃	48mm	33℃(1974)	33℃(1974)
河池	12月	18℃	10℃	30mm	30℃(1974)	30℃(1974)
河曲	1月	-2℃	-16℃	3mm	10℃(1980)	10℃(1980)
河曲	2月	3℃	-12℃	3mm	19℃(1992)	19℃(1992)
河曲	3月	10℃	-4℃	11mm	28℃(2003)	28℃(2003)
河曲	4月	19℃	4℃	19mm	37℃(2006)	37℃(2006)
河曲	5月	25℃	10℃	30mm	38℃(1980)	38℃(1980)
河曲	6月	29℃	15℃	50mm	42℃(2005)	42℃(2005)
河曲	7月	31℃	18℃	104mm	39℃(2005)	39℃(2005)
河曲	8月	28℃	16℃	106mm	37℃(1999)	37℃(1999)
河曲	9月	23℃	10℃	53mm	36℃(2002)	36℃(2002)
